PMB Code,PMB Description,Treatment Component,ICD10 Code,ICD10 Description ,Comments
,,,S05.5,Penetrating wound of eyeball with foreign body,
,,,S05.6,Penetrating wound of eyeball without foreign body,
,,,S05.7,Avulsion of eye,
,,,S05.8,Other injuries of eye and orbit,
,,,S05.9,"Injury of eye and orbit, unspecified",
,,,T26.2,Burn with resulting rupture and destruction of eyeball,
,,,T26.3,Burn of other parts of eye and adnexa,
,,,T26.4,"Burn of eye and adnexa, part unspecified",
,,,T26.7,Corrosion with resulting rupture and destruction of eyeball,
407B,Primary and open angle glaucoma with failed medical management,Trabeculectomy; other surgery,E72.0+H42.0*,"Disorders of amino-acid transport / Glaucoma in endocrine, nutritional and metabolic diseases",
,,,E85.0+H42.0*,"Non-neuropathic heredofamilial amyloidosis / Glaucoma in endocrine, nutritional and metabolic diseases",
,,,E85.4+H42.0*,"Organ-limited amyloidosis / Glaucoma in endocrine, nutritional and metabolic diseases",
,,,E85.9+H42.0*,"Amyloidosis, unspecified / Glaucoma in endocrine, nutritional and metabolic diseases",
,,,E85.9+I68.0*,"Other amyloidosis / Glaucoma in endocrine, nutritional and metabolic diseases/Cerebral amyloid angiopathy (E85.-+)",
,,,H40.1,Primary open-angle glaucoma,
,,,H40.3,Glaucoma secondary to eye trauma,
,,,H40.8,Other glaucoma,
,,,H40.9,"Glaucoma, unspecified",
,,,Q15.0,Congenital glaucoma,
419B,Purulent endophthalmitis,Vitrectomy,H44.0,Disorders of globe - Purulent endophthalmitis,
,,,H44.1,Other endophthalmitis,
922B,Retained intraocular foreign body,Surgical management,H05.5,Retained (old) foreign body folowing penetratng wound orbit,
,,,H44.6,Retained (old) intraocular foreign body magnetic,
,,,H44.7,Retained (old) intraocular foreign body nonmagnetic,
904B,"Retinal detachment, tear and other retinal disorders",Vitrectomy; laser treatment; other surgery,H30.0,Focal chorioretinal inflammation,
,,,H30.1,Disseminated chorioretinal inflammation,
,,,H30.8,Other chorioretinal inflammations,
,,,H30.9,"Chorioretinal inflammation, unspecified",
,,,H31.0,Chorioretinal scars,
,,,H32,Chorioretinal disorders in diseases classified elsewhere,
,,,H32.0,Chorioretinal inflammation in infectious and parasitic diseases classified elsewhere,
,,,H32.8,Other chorioretinal disorders in diseases classified elsewhere,
,,,H33.0,Retinal detachment with retinal break,
,,,H33.1,Retinoschisis and retinal cysts,
,,,H33.2,Serous retinal detachment,
,,,H33.3,Retinal breaks without detachment,
,,,H33.4,Traction detachment of retina,
,,,H33.5,Other retinal detachments,
,,,H35.0,Background retinopathy and retinal vascular changes,
,,,H35.1,Retinopathy of prematurity,
,,,H35.2,Other proliferative retinopathy,
,,,H35.3,Degeneration of macula and posterior pole,
,,,H35.4,Peripheral retinal degeneration,
,,,H35.5,Hereditary retinal dystrophy,
,,,H35.6,Retinal haemorrhage,
,,,H35.7,Separation of retinal layers,
,,,H35.8,Other specified retinal disorders,
,,,H35.9,"Retinal disorder, unspecified",
,,,H36.0,Diabetic retinopathy (E10-E14+ with common fourth character .3),
,,,H36.8,Other retinal disorders in diseases classified elsewhere,
906B,Retinal vascular occlusion; central retinal vein occlusion,Laser surgery,H34.0,Transient retinal artery occlusion,
,,,H34.1,Central retinal artery occlusion,
,,,H34.2,Other retinal artery occlusions,
,,,H34.8,Other retinal vascular occlusions,
,,,H34.9,"Retinal vascular occlusion, unspecified",
409B,Sympathetic uveitis and degenerative disorders and conditions of globe; sight threatening thyroid optopathy,Enucleation; medical management; surgery,H43.0,Vitreous prolapse,
,,,H43.1,Vitreous haemorrhage,
,,,H43.2,Crystalline deposits in vitreous body,
,,,H43.3,Other vitreous opacities,
,,,H43.8,Other disorders of vitreous body,
,,,H43.9,"Disorder of vitreous body, unspecified",
,,,H44.0,Purulent endophthalmitis,
,,,H44.1,Other endophthalmitis,
,,,H44.2,Degenerative myopia,
,,,H44.3,Other degenerative disorders of globe,
,,,H44.4,Hypotony of eye,
,,,H44.5,Degenerated conditions of globe,
,,,H44.6,"Retained (old) intraocular foreign body, magnetic",
,,,H44.7,"Retained (old) intraocular foreign body, nonmagnetic",
,,,H44.8,"Retained (old) intraocular foreign body, nonmagnetic",
,,,H44.9,"Disorder of globe, unspecified",
,,,H45.0,Vitreous haemorrhage in diseases classified elsewhere,
,,,H45.1,Endophthalmitis in diseases classified elsewhere,
,,,H45.8,Other disorders of vitreous body and globe in diseases classified elsewhere,
RESPIRATORY SYSTEM,,,,,
177D,COVID-19,"Prevention and Treatment: clinically appropriate; vaccination; screening; diagnostic
tests; medication; medical management including hospitalisation and treatment of
complications; and Rehabilitation",U07.1,"COVID-19, virus identified",
,,,U07.2,"COVID-19, virus not identified",
,,,U08.9,"Personal history of COVID-19, unspecified",
,,,U09.9,"Post COVID-19 condition, unspecified",
,,,U10.9,"Multisystem inflammatory syndrome associated with COVID-19, unspecified",
,,,U11.9,"Need for immunization against COVID-19, unspecified",
,,,U12.9,"COVID-19 vaccines causing adverse effects in therapeutic use, unspecified",
903D,"Bacterial, viral, fungal pneumonia","Medical management, ventilation",A24.4,"Melioidosis, unspecified",
,,,A48.1,Legionnaires' disease,
,,,A70,Chlamydia psittaci infection,
,,,B01.2,Varicella pneumonia (J17.1*),
,,,B01.2+J17.1*,Varicella pneumonia / Pneumonia in viral diseases classified elsewhere,
,,,B05.2,Measles complicated by pneumonia (J17.1*),
,,,B05.2+J17.1*,Measles complicated by pneumonia / Pneumonia in viral diseases classified elsewhere,
,,,B06.8+J17.1*,Rubella with other complications / Pneumonia in viral diseases classified elsewhere,
,,,B20.6,HIV disease resulting in Pneumocystis jirovecii pneumonia,
,,,B25.0,Cytomegaloviral pneumonitis (J17.1*),
,,,B25.0+J17.1*,Cytomegaloviral pneumonitis / Pneumonia in viral diseases classified elsewhere,
,,,,Cytomegaloviral pneumonitis/ Pneumonia in viral diseases classified elsewhere,
,,,B33.4,Hantavirus (cardio-)pulmonary syndrome [HPS] [HCPS] (J17.1*),
,,,B33.4+J17.1*,Hantavirus (cardio-)pulmonary syndrome [HPS] [HCPS] (J17.1*)/Pneumonia in viral diseases classified elsewhere,
,,,B38.0+J17.2*,Acute pulmonary coccidioidomycosis / Pneumonia in mycoses,
,,,B38.1+J17.2*,Chronic pulmonary coccidioidomycosis / Pneumonia in mycoses,
,,,B38.2+J17.2*,Pulmonary coccidioidomycosis unspecified / Pneumonia in mycoses,
,,,B39.0+J17.2*,Acute pulmonary histoplasmosis capsulati / Pneumonia in mycoses,
,,,B39.1+J17.2*,Chronic pulmonary histoplasmosis capsulati / Pneumonia in mycoses,
,,,B39.2+J17.2*,Pulmonary histoplasmosis capsulati unspecified / Pneumonia in mycoses,
,,,B42.0+J99.8*,Pulmonary sporotrichosis/ Respiratory disorders in other diseases classified elsewhere,
,,,B44.0+J17.2*,Invasive pulmonary aspergillosis / Pneumonia in mycoses,
,,,B44.1+J17.2*,Other pulmonary aspergillosis / Pneumonia in mycoses,
,,,B45.0,Pulmonary cryptococcosis,
,,,B46.0,Pulmonary mucormycosis,
,,,B58.3+J17.3*,Pulmonary toxoplasmosis / Pneumonia in parasitic diseases,
,,,B95.3,Streptococcus pneumoniae as the cause of diseases classified to other chapters,
,,,B96.0,Mycoplasma pneumoniae [M. pneumoniae] as the cause of diseases classified to other chapters,
,,,B96.1,Klebsiella pneumoniae [K. pneumoniae] as the cause of diseases classified to other chapters,
,,,J10.0,"Influenza with pneumonia, other influenza virus identified",
,,,J10.0+H67.1*,"Influenza with pneumonia, other influenza virus identified / Otitis media in viral diseases classified elsewhere",
,,,J11.0,"Influenza with pneumonia, virus not identified",
,,,J12.0,Adenoviral pneumonia,
,,,J12.2,Parainfluenza virus pneumonia,
,,,J12.3,Human metapneumovirus pneumonia,
,,,J12.8,Other viral pneumonia,
,,,J12.9,"Viral pneumonia, unspecified",
,,,J13,Pneumonia due to Streptococcus pneumoniae,
,,,J14,Pneumonia due to Haemophilus influenzae,
,,,J15.0,Pneumonia due to Klebsiella pneumoniae,
,,,J15.1,Pneumonia due to Pseudomonas,
,,,J15.2,Pneumonia due to staphylococcus,
,,,J15.3,"Pneumonia due to streptococcus, group B",
,,,J15.4,Pneumonia due to other streptococci,
,,,J15.5,Pneumonia due to Escherichia coli,
,,,J15.6,Pneumonia due to other aerobic Gram-negative bacteria,
,,,J15.7,Pneumonia due to Mycoplasma pneumoniae,
,,,J15.8,Other bacterial pneumonia,
,,,J15.9,"Bacterial pneumonia, unspecified",
,,,J16.0,Chlamydial pneumonia,
,,,J16.8,Pneumonia due to other specified infectious organisms,
,,,J17.0,Pneumonia in bacterial diseases classified elsewhere,
,,,J17.1,Pneumonia in viral diseases classified elsewhere,
,,,J17.2,Pneumonia in mycoses,
,,,J17.8,Pneumonia in other diseases classified elsewhere,
,,,J18.0,"Bronchopneumonia, unspecified",
,,,J18.1,"Lobar pneumonia, unspecified",
,,,J18.2,"Hypostatic pneumonia, unspecified",
,,,J18.8,"Other pneumonia, organism unspecified",
,,,J18.9,"Pneumonia, unspecified",
158D,"# Respiratory failure, regardless of cause",# Medical management; oxygen; ventilation,J96.00,"Acute respiratory failure, Type I [hypoxic]",
,,,J96.01,"Acute respiratory failure, Type II [hypercapnic]",
,,,J96.09,"Acute respiratory failure, Type unspecified",
,,,J96.10,"Chronic respiratory failure, Type I [hypoxic]",
,,,J96.11,"Chronic respiratory failure, Type II [hypercapnic]",
,,,J96.19,"Chronic respiratory failure, Type unspecified",
,,,J96.90,"Respiratory failure, unspecified, Type I [hypoxic]",
,,,J96.91,"Respiratory failure, unspecified, Type II [hypercapnic]",
,,,J96.99,"Respiratory failure, unspecified, Type unspecified",
,,,R09.0,Asphyxia,
,,,R09.2,Respiratory arrest,
,,,T71,Asphyxiation,
,,,U04.9,Severe acute respiratory syndrome [SARS] unspecified,
157D,Acute asthmatic attack; pneumonia due to respiratory syncytial virus in persons under age 3,Medical management,B97.4,Respiratory syncytial virus as the cause of diseases classified to other chapters,
,,,J12.1,Respiratory syncytial virus pneumonia,
,,,J45.0,Predominantly allergic asthma,
,,,J45.1,Nonallergic asthma,
,,,J45.8,Mixed asthma,
,,,J45.9,"Asthma, unspecified",
,,,J46,Status asthmaticus,
125D,Adult respiratory distress syndrome; inhalation and aspiration pneumonias,Medical management; ventilation,J68.1,"Acute pulmonary oedema due to chemicals, gases, fumes and vapours",Only included if the actual condition in the PMB is present i.e. respiratory distress
,,,J68.2,"Upper respiratory inflammation due to chemicals, gases, fumes and vapours, not elsewhere classified",
,,,J68.3,"Other acute and subacute respiratory conditions due to chemicals, gases, fumes and vapours",
,,,J68.4,"Chronic respiratory conditions due to chemicals, gases, fumes and vapours",
,,,J68.8,"Other respiratory conditions due to chemicals, gases, fumes and vapours",
,,,J68.9,"Unspecified respiratory condition due to chemicals, gases, fumes and vapours",
,,,J69.0,Pneumonitis due to food and vomit,
,,,J69.1,Pneumonitis due to oils and essences,
,,,J69.8,Pneumonitis due to other solids and liquids,
,,,J70.0,Acute pulmonary manifestations due to radiation,
,,,J70.1,Chronic and other pulmonary manifestations due to radiation,
,,,J70.2,Acute drug-induced interstitial lung disorders,
,,,J70.3,Chronic drug-induced interstitial lung disorders,
,,,J70.4,"Drug-induced interstitial lung disorders, unspecified",
,,,J70.8,Respiratory conditions due to other specified external agents,
,,,J80,Adult respiratory distress syndrome,
,,,J81,Pulmonary oedema,
,,,J84.1,Other interstitial pulmonary diseases with fibrosis,
,,,J95.1,Acute pulmonary insufficiency following thoracic surgery,
,,,J95.2,Acute pulmonary insufficiency following nonthoracic surgery,
,,,J95.3,Chronic pulmonary insufficiency following surgery,
,,,J95.4,Mendelson's syndrome,
,,,O74.0,Aspiration pneumonitis due to anaesthesia during labour and delivery,
,,,T75.1,Drowning and nonfatal submersion,
315D,Atelectasis (collapse of lung),Medical and surgical management; ventilation,J98.1,Pulmonary collapse,
340D,Benign neoplasm of respiratory and  intrathoracic organs ,Biopsy; lobectomy; Medical management; radiation therapy,D14.0,"Benign neoplasm, middle ear, nasal cavity and accessory sinuses",
,,,D14.0+D63.0*,"Benign neoplasm, middle ear, nasal cavity and accessory sinuses/Anaemia in neoplastic disease (C00-D48+)",
,,,D14.0+G13.0*,"Benign neoplasm, middle ear, nasal cavity and accessory sinuses/Paraneoplastic neuromyopathy and neuropathy",
,,,D14.0+G13.1*,"Benign neoplasm, middle ear, nasal cavity and accessory sinuses/Other systemic atrophy primarily affecting central nervous system in neoplastic disease",
,,,D14.1,"Benign neoplasm, larynx",
,,,D14.1+D63.0*,"Benign neoplasm, larynx/Anaemia in neoplastic disease (C00-D48+)",
,,,D14.1+G13.0*,"Benign neoplasm, larynx/Paraneoplastic neuromyopathy and neuropathy",
,,,D14.1+G13.1*,"Benign neoplasm, larynx/Other systemic atrophy primarily affecting central nervous system in neoplastic disease",
,,,D14.2,"Benign neoplasm, trachea",
,,,D14.2+D63.0*,"Benign neoplasm, trachea/Anaemia in neoplastic disease (C00-D48+)",
,,,D14.2+G13.0*,"Benign neoplasm, trachea/Paraneoplastic neuromyopathy and neuropathy",
,,,D14.2+G13.1*,"Benign neoplasm, trachea/Other systemic atrophy primarily affecting central nervous system in neoplastic disease",
,,,D14.3,"Benign neoplasm, bronchus and lung",
,,,D14.3+D63.0*,"Benign neoplasm, bronchus and lung/Anaemia in neoplastic disease (C00-D48+)",
,,,D14.3+G13.0*,"Benign neoplasm, bronchus and lung/Paraneoplastic neuromyopathy and neuropathy",
,,,D14.3+G13.1*,"Benign neoplasm, bronchus and lung/Other systemic atrophy primarily affecting central nervous system in neoplastic disease",
,,,D14.4,"Benign neoplasm, respiratory system, unspecified",
,,,D14.4+D63.0*,"Benign neoplasm, respiratory system, unspecified/Anaemia in neoplastic disease (C00-D48+)",
,,,D14.4+G13.0*,"Benign neoplasm, respiratory system, unspecified/Paraneoplastic neuromyopathy and neuropathy",
,,,D14.4+G13.1*,"Benign neoplasm, respiratory system, unspecified/Other systemic atrophy primarily affecting central nervous system in neoplastic disease",
,,,D15.0,"Benign neoplasm, thymus",
,,,D15.0+D63.0*,"Benign neoplasm, thymus/Anaemia in neoplastic disease (C00-D48+)",
,,,D15.0+G13.0*,"Benign neoplasm, thymus/Paraneoplastic neuromyopathy and neuropathy",
,,,D15.0+G13.1*,"Benign neoplasm, thymus/Other systemic atrophy primarily affecting central nervous system in neoplastic disease",
,,,D15.1,"Benign neoplasm, heart",
,,,D15.1+D63.0*,"Benign neoplasm, heart/Anaemia in neoplastic disease (C00-D48+)",
,,,D15.1+G13.0*,"Benign neoplasm, heart/Paraneoplastic neuromyopathy and neuropathy",
,,,D15.1+G13.1*,"Benign neoplasm, heart/Other systemic atrophy primarily affecting central nervous system in neoplastic disease",
,,,D15.2,"Benign neoplasm, mediastinum",
,,,D15.2+D63.0*,"Benign neoplasm, mediastinum/Anaemia in neoplastic disease (C00-D48+)",
,,,D15.2+G13.0*,"Benign neoplasm, mediastinum/Paraneoplastic neuromyopathy and neuropathy",
,,,D15.2+G13.1*,"Benign neoplasm, mediastinum/Other systemic atrophy primarily affecting central nervous system in neoplastic disease",
,,,D15.7,"Benign neoplasm, other specified intrathoracic organs",
,,,D15.7+D63.0*,"Benign neoplasm, other specified intrathoracic organs/Anaemia in neoplastic disease (C00-D48+)",
,,,D15.7+G13.0*,"Benign neoplasm, other specified intrathoracic organs/Paraneoplastic neuromyopathy and neuropathy",
,,,D15.7+G13.1*,"Benign neoplasm, other specified intrathoracic organs/Other systemic atrophy primarily affecting central nervous system in neoplastic disease",
,,,D15.9,"Benign neoplasm, intrathoracic organ, unspecified",
,,,D15.9+D63.0*,"Benign neoplasm, intrathoracic organ, unspecified/Anaemia in neoplastic disease (C00-D48+)",
,,,D15.9+G13.0*,"Benign neoplasm, intrathoracic organ, unspecified/Paraneoplastic neuromyopathy and neuropathy",
,,,D15.9+G13.1*,"Benign neoplasm, intrathoracic organ, unspecified/Other systemic atrophy primarily affecting central nervous system in neoplastic disease",
,,,D19.0,"Benign neoplasm, mesothelial tissue of pleura",
,,,D19.0+D63.0*,"Benign neoplasm, mesothelial tissue of pleura/Anaemia in neoplastic disease (C00-D48+)",
,,,D19.0+G13.0*,"Benign neoplasm, mesothelial tissue of pleura/Paraneoplastic neuromyopathy and neuropathy",
,,,D19.0+G13.1*,"Benign neoplasm, mesothelial tissue of pleura/Other systemic atrophy primarily affecting central nervous system in neoplastic disease",
,,,D19.1,"Benign neoplasm, mesothelial tissue of peritoneum",
,,,D19.1+D63.0*,"Benign neoplasm, mesothelial tissue of peritoneum/Anaemia in neoplastic disease (C00-D48+)",
,,,D19.1+G13.0*,"Benign neoplasm, mesothelial tissue of peritoneum/Paraneoplastic neuromyopathy and neuropathy",
,,,D19.1+G13.1*,"Benign neoplasm, mesothelial tissue of peritoneum/Other systemic atrophy primarily affecting central nervous system in neoplastic disease",
,,,D19.7,"Benign neoplasm, mesothelial tissue of other sites",
,,,D19.7+D63.0*,"Benign neoplasm, mesothelial tissue of other sites/Anaemia in neoplastic disease (C00-D48+)",
,,,D19.7+G13.0*,"Benign neoplasm, mesothelial tissue of other sites/Paraneoplastic neuromyopathy and neuropathy",
,,,D19.7+G13.1*,"Benign neoplasm, mesothelial tissue of other sites/Other systemic atrophy primarily affecting central nervous system in neoplastic disease",
,,,D19.9,"Benign neoplasm, mesothelial tissue, unspecified",
,,,D19.9+D63.0*,"Benign neoplasm, mesothelial tissue, unspecified/Anaemia in neoplastic disease (C00-D48+)",
,,,D19.9+G13.0*,"Benign neoplasm, mesothelial tissue, unspecified/Paraneoplastic neuromyopathy and neuropathy",
,,,D19.9+G13.1*,"Benign neoplasm, mesothelial tissue, unspecified/Other systemic atrophy primarily affecting central nervous system in neoplastic disease",
950D,"Cancer of lung, bronchus, pleura, trachea, mediastinum & other respiratory organs - treatable","Medical and surgical management, which includes chemotherapy and radiation therapy ",C33,Malignant neoplasm of trachea,
,,,C33+D63.0*,Malignant neoplasm of trachea/Anaemia in neoplastic disease (C00-D48+),
,,,C33+G13.0*,Malignant neoplasm of trachea/Paraneoplastic neuromyopathy and neuropathy,
,,,C33+G13.1*,Malignant neoplasm of trachea/Other systemic atrophy primarily affecting central nervous system in neoplastic disease,
,,,C34.0,"Malignant neoplasm, main bronchus",
,,,C34.0+D63.0*,"Malignant neoplasm, main bronchus/Anaemia in neoplastic disease (C00-D48+)",
,,,C34.0+G13.0*,"Malignant neoplasm, main bronchus/Paraneoplastic neuromyopathy and neuropathy",
,,,C34.0+G13.1*,"Malignant neoplasm, main bronchus/Other systemic atrophy primarily affecting central nervous system in neoplastic disease",
,,,C34.1,"Malignant neoplasm, upper lobe, bronchus or lung",
,,,C34.1+D63.0*,"Malignant neoplasm, upper lobe, bronchus or lung/Anaemia in neoplastic disease (C00-D48+)",
,,,C34.1+G13.0*,"Malignant neoplasm, upper lobe, bronchus or lung/Paraneoplastic neuromyopathy and neuropathy",
,,,C34.1+G13.1*,"Malignant neoplasm, upper lobe, bronchus or lung/Other systemic atrophy primarily affecting central nervous system in neoplastic disease",
,,,C34.2,"Malignant neoplasm, middle lobe, bronchus or lung",
,,,C34.2+D63.0*,"Malignant neoplasm, middle lobe, bronchus or lung/Anaemia in neoplastic disease (C00-D48+)",
,,,C34.2+G13.0*,"Malignant neoplasm, middle lobe, bronchus or lung/Paraneoplastic neuromyopathy and neuropathy",
,,,C34.2+G13.1*,"Malignant neoplasm, middle lobe, bronchus or lung/Other systemic atrophy primarily affecting central nervous system in neoplastic disease",
,,,C34.3,"Malignant neoplasm, lower lobe, bronchus or lung",
,,,C34.3+D63.0*,"Malignant neoplasm, lower lobe, bronchus or lung/Anaemia in neoplastic disease (C00-D48+)",
,,,C34.3+G13.0*,"Malignant neoplasm, lower lobe, bronchus or lung/Paraneoplastic neuromyopathy and neuropathy",
,,,C34.3+G13.1*,"Malignant neoplasm, lower lobe, bronchus or lung/Other systemic atrophy primarily affecting central nervous system in neoplastic disease",
,,,C34.8,"Malignant neoplasm, overlapping lesion of bronchus and lung",
,,,C34.8+D63.0*,"Malignant neoplasm, overlapping lesion of bronchus and lung/Anaemia in neoplastic disease (C00-D48+)",
,,,C34.8+G13.0*,"Malignant neoplasm, overlapping lesion of bronchus and lung/Paraneoplastic neuromyopathy and neuropathy",
,,,C34.8+G13.1*,"Malignant neoplasm, overlapping lesion of bronchus and lung/Other systemic atrophy primarily affecting central nervous system in neoplastic disease",
,,,C34.9,"Malignant neoplasm, bronchus or lung, unspecified",
,,,C34.9+D63.0*,"Malignant neoplasm, bronchus or lung, unspecified/Anaemia in neoplastic disease (C00-D48+)",
,,,C34.9+G13.0*,"Malignant neoplasm, bronchus or lung, unspecified/Paraneoplastic neuromyopathy and neuropathy",
,,,C34.9+G13.1*,"Malignant neoplasm, bronchus or lung, unspecified/Other systemic atrophy primarily affecting central nervous system in neoplastic disease",
,,,C38.1,"Malignant neoplasm, anterior mediastinum",
,,,C38.1+D63.0*,"Malignant neoplasm, anterior mediastinum/Anaemia in neoplastic disease (C00-D48+)",
,,,C38.1+G13.0*,"Malignant neoplasm, anterior mediastinum/Paraneoplastic neuromyopathy and neuropathy",
,,,C38.1+G13.1*,"Malignant neoplasm, anterior mediastinum/Other systemic atrophy primarily affecting central nervous system in neoplastic disease",
,,,C38.2,"Malignant neoplasm, posterior mediastinum",
,,,C38.2+D63.0*,"Malignant neoplasm, posterior mediastinum/Anaemia in neoplastic disease (C00-D48+)",
,,,C38.2+G13.0*,"Malignant neoplasm, posterior mediastinum/Paraneoplastic neuromyopathy and neuropathy",
,,,C38.2+G13.1*,"Malignant neoplasm, posterior mediastinum/Other systemic atrophy primarily affecting central nervous system in neoplastic disease",
,,,C38.3,"Mediastinum, part unspecified",
,,,C38.3+D63.0*,"Mediastinum, part unspecified/Anaemia in neoplastic disease (C00-D48+)",
,,,C38.3+G13.0*,"Mediastinum, part unspecified/Paraneoplastic neuromyopathy and neuropathy",
,,,C38.3+G13.1*,"Mediastinum, part unspecified/Other systemic atrophy primarily affecting central nervous system in neoplastic disease",
,,,C38.4,"Malignant neoplasm, pleura",
,,,C38.4+D63.0*,"Malignant neoplasm, pleura/Anaemia in neoplastic disease (C00-D48+)",
,,,C38.4+G13.0*,"Malignant neoplasm, pleura/Paraneoplastic neuromyopathy and neuropathy",
,,,C38.4+G13.1*,"Malignant neoplasm, pleura/Other systemic atrophy primarily affecting central nervous system in neoplastic disease",
,,,C38.8,"Malignant neoplasm, overlapping lesion of heart, mediastinum and pleura",
,,,C38.8+D63.0*,"Malignant neoplasm, overlapping lesion of heart, mediastinum and pleura/Anaemia in neoplastic disease (C00-D48+)",
,,,C38.8+G13.0*,"Malignant neoplasm, overlapping lesion of heart, mediastinum and pleura/Paraneoplastic neuromyopathy and neuropathy",
,,,C38.8+G13.1*,"Malignant neoplasm, overlapping lesion of heart, mediastinum and pleura/Other systemic atrophy primarily affecting central nervous system in neoplastic disease",
,,,C39.0,"Malignant neoplasm, upper respiratory tract, part unspecified",
,,,C39.0+D63.0*,"Malignant neoplasm, upper respiratory tract, part unspecified/Anaemia in neoplastic disease (C00-D48+)",
,,,C39.0+G13.0*,"Malignant neoplasm, upper respiratory tract, part unspecified/Paraneoplastic neuromyopathy and neuropathy",
,,,C39.0+G13.1*,"Malignant neoplasm, upper respiratory tract, part unspecified/Other systemic atrophy primarily affecting central nervous system in neoplastic disease",
,,,C39.8,"Malignant neoplasm, overlapping lesion of respiratory and intrathoracic organs",
,,,C39.8+D63.0*,"Malignant neoplasm, overlapping lesion of respiratory and intrathoracic organs/Anaemia in neoplastic disease (C00-D48+)",
,,,C39.8+G13.0*,"Malignant neoplasm, overlapping lesion of respiratory and intrathoracic organs/Paraneoplastic neuromyopathy and neuropathy",
,,,C39.8+G13.1*,"Malignant neoplasm, overlapping lesion of respiratory and intrathoracic organs/Other systemic atrophy primarily affecting central nervous system in neoplastic disease",
,,,C39.9,"Malignant neoplasm, ill-defined sites within the respiratory system",
,,,C39.9+D63.0*,"Malignant neoplasm, ill-defined sites within the respiratory system/Anaemia in neoplastic disease (C00-D48+)",
,,,C39.9+G13.0*,"Malignant neoplasm, ill-defined sites within the respiratory system/Paraneoplastic neuromyopathy and neuropathy",
,,,C39.9+G13.1*,"Malignant neoplasm, ill-defined sites within the respiratory system/Other systemic atrophy primarily affecting central nervous system in neoplastic disease",
,,,C45.0,Mesothelioma of pleura,
,,,C45.0+D63.0*,Mesothelioma of pleura/Anaemia in neoplastic disease (C00-D48+),
,,,C45.0+G13.0*,Mesothelioma of pleura/Paraneoplastic neuromyopathy and neuropathy,
,,,C45.0+G13.1*,Mesothelioma of pleura/Other systemic atrophy primarily affecting central nervous system in neoplastic disease,
,,,C45.2,Mesothelioma of pericardium,
,,,C45.2+D63.0*,Mesothelioma of pericardium/Anaemia in neoplastic disease (C00-D48+),
,,,C45.2+G13.0*,Mesothelioma of pericardium/Paraneoplastic neuromyopathy and neuropathy,
,,,C45.2+G13.1*,Mesothelioma of pericardium/Other systemic atrophy primarily affecting central nervous system in neoplastic disease,
,,,C45.7,Mesothelioma of other sites,
,,,C45.7+D63.0*,Mesothelioma of other sites/Anaemia in neoplastic disease (C00-D48+),
,,,C45.7+G13.0*,Mesothelioma of other sites/Paraneoplastic neuromyopathy and neuropathy,
,,,C45.7+G13.1*,Mesothelioma of other sites/Other systemic atrophy primarily affecting central nervous system in neoplastic disease,
,,,C45.9,"Mesothelioma, unspecified",
,,,C45.9+D63.0*,"Mesothelioma, unspecified/Anaemia in neoplastic disease (C00-D48+)",
,,,C45.9+G13.0*,"Mesothelioma, unspecified/Paraneoplastic neuromyopathy and neuropathy",
,,,C45.9+G13.1*,"Mesothelioma, unspecified/Other systemic atrophy primarily affecting central nervous system in neoplastic disease",
,,,C76.1,"Malignant neoplasm, thorax",
,,,C76.1+D63.0*,"Malignant neoplasm, thorax/Anaemia in neoplastic disease (C00-D48+)",
,,,C76.1+G13.0*,"Malignant neoplasm, thorax/Paraneoplastic neuromyopathy and neuropathy",
,,,C76.1+G13.1*,"Malignant neoplasm, thorax/Other systemic atrophy primarily affecting central nervous system in neoplastic disease",
,,,C78.0,Secondary malignant neoplasm of lung,Expanatory Note Conditions apply
,,,C78.0+D63.0*,Secondary malignant neoplasm of lung/Anaemia in neoplastic disease (C00-D48+),Expanatory Note Conditions apply
,,,C78.0+G13.0*,Secondary malignant neoplasm of lung/Paraneoplastic neuromyopathy and neuropathy,Expanatory Note Conditions apply
,,,C78.0+G13.1*,Secondary malignant neoplasm of lung/Other systemic atrophy primarily affecting central nervous system in neoplastic disease,Expanatory Note Conditions apply
,,,C78.1,Secondary malignant neoplasm of mediastinum,Expanatory Note Conditions apply
,,,C78.1+D63.0*,Secondary malignant neoplasm of mediastinum/Anaemia in neoplastic disease (C00-D48+),Expanatory Note Conditions apply
,,,C78.1+G13.0*,Secondary malignant neoplasm of mediastinum/Paraneoplastic neuromyopathy and neuropathy,Expanatory Note Conditions apply
,,,C78.1+G13.1*,Secondary malignant neoplasm of mediastinum/Other systemic atrophy primarily affecting central nervous system in neoplastic disease,Expanatory Note Conditions apply
,,,C78.2,Secondary malignant neoplasm of pleura,Expanatory Note Conditions apply
,,,C78.2+D63.0*,Secondary malignant neoplasm of pleura/Anaemia in neoplastic disease (C00-D48+),Expanatory Note Conditions apply
,,,C78.2+G13.0*,Secondary malignant neoplasm of pleura/Paraneoplastic neuromyopathy and neuropathy,Expanatory Note Conditions apply
,,,C78.2+G13.1*,Secondary malignant neoplasm of pleura/Other systemic atrophy primarily affecting central nervous system in neoplastic disease,Expanatory Note Conditions apply
,,,C78.3,Secondary malignant neoplasm of other and unspecified respiratory organs,Expanatory Note Conditions apply
